place_id,name,address,latitude,longitude,total_reviews,avg_rating,avg_polarity,positive_reviews,negative_reviews,neutral_reviews,positive_ratio,negative_ratio,sentiment_score
ChIJzdYDuvRRzpQRblaOQRXZrAs,Auto Posto Isola (Postos volt),"Av. Atlântica, 406-656 - Socorro, São Paulo - SP, 04768-000, Brazil",-23.67066579999999,-46.7123487,4,5.0,0.30761718749999994,2,0,2,0.5,0.0,2
ChIJ06PrPjxgvAARy5d1K9iN1sQ,POSTO TRIANGULO ITAPERUNA LTDA,"BR-356, SN - LOT CAICARA, Itaperuna - RJ, 28300-000, Brazil",-21.200562,-41.89645420000001,5,4.0,0.382,2,0,3,0.4,0.0,2
ChIJp7Q8K1ajHJUREca3XYpSCAY,Abastecedora de Combustíveis TW LTDA,"Rua Thomaz Flores, 578 - Centro, Santa Cruz do Sul - RS, 96810-068, Brazil",-29.7176098,-52.4242988,5,5.0,0.18,2,0,3,0.4,0.0,2
ChIJ3ZXaKFlVsgcRC70gkWOKv8A,Posto Shell,"R. Jaguarari, 1974 - Lagoa Nova, Natal - RN, 59054-500, Brazil",-5.816020999999999,-35.2176803,3,4.666666666666667,0.3444444444444444,2,0,1,0.6666666666666666,0.0,2
ChIJB5rNfi4N8JQRoNHTRjgnkE4,Eliane Stang Huning,"R. Palmas, 1800 - Vila Nova, Francisco Beltrão - PR, 85605-040, Brazil",-26.0811039,-53.04807510000001,3,2.3333333333333335,0.3533333333333333,2,0,1,0.6666666666666666,0.0,2
ChIJfVhkUfhXx5QRe20uLKXwlXA,Posto Shell - Rede Lk De Postos Ltda,"R. Mal. Bitencourt, 1053 - Vila Nova, Jaú - SP, 17202-160, Brazil",-22.3001069,-48.56098069999999,3,4.666666666666667,0.5666666666666667,2,0,1,0.6666666666666666,0.0,2
ChIJken88H2qwZQRzRUs0_-ucRw,Auto Posto 2001 - Shell,"Av. São Sebastião, 1025 - Parque Res. Ana Cristina, Piraju - SP, 18800-000, Brazil",-23.2081487,-49.3712645,4,3.0,0.25,2,0,2,0.5,0.0,2
ChIJE0Nfj4iSypQRCXnaUUxNnuo,Posto Petrobras,"R. Santa Cruz, 561 - Centro, Varginha - MG, 37002-089, Brazil",-21.55392,-45.4398,5,3.2,0.22666666666666666,2,0,3,0.4,0.0,2
ChIJb3Xpe1aXpgARCLkXEkwhMD4,Posto Shell,"Av. Nossa Sra. de Fátima, 1612 - Lagoinha, Belo Horizonte - MG, 30710-020, Brazil",-19.9134333,-43.945616,4,1.75,0.2125,2,0,2,0.5,0.0,2
ChIJGTHOoJnorAcRK4Jl2SO7lWM,Posto São Luiz XVIII,"Av. Liberdade, 1232 - São Bento, Bayeux - PB, 58306-000, Brazil",-7.1201755,-34.90506979999999,3,4.666666666666667,0.3,2,0,1,0.6666666666666666,0.0,2
ChIJ93iatoD5zpQRllhAi3Xbl4Y,Loja Shell Select - POSTO SHELL - AUTO POSTO REINA SOPHIA LTDA,"Av. Otaviano Alves de Lima - Piqueri, São Paulo - SP, 02912-000, Brazil",-23.5070737,-46.7100336,3,4.0,0.13333333333333333,2,0,1,0.6666666666666666,0.0,2
ChIJcQcvIwaayJQRK07FoNFwjnY,Posto Shell,"R. Mauro Schiavoni, 27 - Jardim Helena, Americana - SP, 13477-272, Brazil",-22.7294027,-47.2956735,3,4.666666666666667,0.5,2,0,1,0.6666666666666666,0.0,2
ChIJrwxRsw75NAcRLhIkRrOG3os,Auto posto prado Shell,"Av. Itamarajú - Expedito cordeiro, Prado - BA, 45980-000, Brazil",-17.3355222,-39.2310204,5,4.6,0.20666666666666664,2,0,3,0.4,0.0,2
ChIJ58OSeNXnhpQR2eeTp3u9AfY,Posto Shell,"R. Dr. Arthur Jorge, 2838 - Monte Castelo, Campo Grande - MS, 79010-210, Brazil",-20.4407919,-54.6097952,3,2.3333333333333335,0.1611111111111111,2,0,1,0.6666666666666666,0.0,2
ChIJhe5AZd3DpgARL6ur3YK0G2I,POSTO TREVO BETIM LTDA,"Av. Bandeirantes, 1360 - Chácaras, Betim - MG, 32670-144, Brazil",-19.966701,-44.1798,5,4.0,0.09666666666666665,2,0,3,0.4,0.0,2
ChIJJaIdnODDpgARY4hykk2Tdao,POSTO PAMPAS LTDA,"435, BR-381, S/N - Teresópolis, João Monlevade - MG, 32637-508, Brazil",-19.838497,-43.18535970000001,4,3.75,0.0875,2,0,2,0.5,0.0,2
ChIJef0ooKNczpQRSRc5_pKSyMA,Posto Shell,"Estr. das Lágrimas, 3766 - São João Climaco, São Paulo - SP, 04240-000, Brazil",-23.6313057,-46.585147,4,1.0,0.15885416666666663,2,0,2,0.5,0.0,2
ChIJD5IzGarCrAcRGoj0IbJEt88,Posto Shell - Quality,"Av. Min. José Américo de Almeida, 986 - Torre, João Pessoa - PB, 58040-300, Brazil",-7.127737300000001,-34.8613743,3,3.3333333333333335,0.19444444444444442,2,0,1,0.6666666666666666,0.0,2
ChIJp8QyuPZDzpQRjH-o-1GIIzA,TRATTO CENTRO AUTOMOTIVO LTDA,"Estrada Samuel Aizemberg, 1708 - LOJA 2 - Cooperativa, São Bernardo do Campo - SP, 09851-550, Brazil",-23.71730350000001,-46.6026318,3,3.6666666666666665,0.3711111111111111,2,0,1,0.6666666666666666,0.0,2
ChIJ8XF-AFOqmQARKtT7ITP-wDk,Posto Shell,"Estr. União e Indústria, 9024 - 9026-9028 - Itaipava, Petrópolis - RJ, 25730-735, Brazil",-22.4119014,-43.13888789999999,4,4.75,0.09166666666666667,2,0,2,0.5,0.0,2
ChIJpbcjE1W4rgAR58rQW7hvOGw,Posto Shell,"Av. João Antunes de Oliveira, 1200 - Cazuza, Diamantina - MG, 39100-000, Brazil",-18.2407015,-43.6276709,5,4.4,0.21000000000000002,2,0,3,0.4,0.0,2
ChIJJ_hArJSunZMRu_fWISQOczM,Posto Shell,"Av. Pref. Murilo Domingos, 425 - Cristo Rei, Várzea Grande - MT, 78118-005, Brazil",-15.655953,-56.1030678,3,4.0,0.5,2,0,1,0.6666666666666666,0.0,2
ChIJ52iWwa12swARgYSKYFkEHyw,Posto Shell,"R. Rui Barbosa, 68 - São Diogo, Teófilo Otoni - MG, 39803-011, Brazil",-17.86699119999999,-41.5127033,5,2.6,0.13,2,0,3,0.4,0.0,2
ChIJ0Zi-CvpczpQRl_YiMg9hHjM,Posto Shell,"Rua Francisco Rebelo, 891 - Vila California, São Paulo - SP, 03212-000, Brazil",-23.6060021,-46.5643077,4,2.25,0.0875,2,0,2,0.5,0.0,2
ChIJUUGjizP73JQRmRtnrqyvlMs,Posto Shell,"Rua Cid Marcondes de Albuquerque, 2357 - Pinheirinho, Curitiba - PR, 81825-080, Brazil",-25.524058,-49.2692539,5,4.6,0.13,2,0,3,0.4,0.0,2
ChIJI2h0wAhriZQRIpeObOvI3gc,Posto Shell - Fátima do Sul,"Br 376, Km 3 saída para vicentina - Zona rural, Fátima do Sul - MS, 79700-000, Brazil",-22.3868191,-54.49036100000001,3,5.0,0.57,2,0,1,0.6666666666666666,0.0,2
ChIJWXBXRMQ145QRY706QhKj0Rs,Posto Shell,"Av. Pedro Álvares Cabral, 5 - Centro, Cruzaltense - RS, 99660-000, Brazil",-27.6658112,-52.64884989999999,3,3.6666666666666665,0.6,2,0,1,0.6666666666666666,0.0,2
ChIJZ3ypFqNwIpUR8dsxfiPgliE,Posto Shell,"Av. Padre Rizzieri Delai, 1237 - Bela Vista, Três Cachoeiras - RS, 95580-000, Brazil",-29.45227649999999,-49.9186774,4,4.5,0.3,2,0,2,0.5,0.0,2
ChIJCdzyDUA1OAcRDw_Dnflpqsw,Posto Shell - JUSOUZA AUTO POSTO DE COMBUST LTDA,"LOTE O5 - BR-101, 05, São José da Vitória - BA, 45620-000, Brazil",-15.0824498,-39.3403255,5,4.0,0.21199999999999997,2,0,3,0.4,0.0,2
ChIJvUJW8BfXTZMRUMkvBCQz-pw,Posto Shell,"Av. Tancredo Neves, 1067 - A - Centro, Correntina - BA, 47650-000, Brazil",-13.3445601,-44.6311648,3,3.3333333333333335,0.1611111111111111,2,0,1,0.6666666666666666,0.0,2
ChIJAQAAAGzSyJQRaUaycLRFfHY,Auto Posto 100,"Rodovia Flavio de Carvalho, 759 - Vila Capuava, Valinhos - SP, 13273-555, Brazil",-22.95933909999999,-46.9659376,4,5.0,0.369140625,2,0,2,0.5,0.0,2
ChIJO6UEni8hyZQRo6hSepFq0gg,Posto Shell,"Av. Bernardino de Campos, 1380 - Centro, Amparo - SP, 13900-400, Brazil",-22.7117186,-46.7800866,5,4.8,0.14166666666666666,2,0,3,0.4,0.0,2
ChIJ24Os2YP2XpMRGewKqEywti8,Posto Shell,"Av. Consolacao, Sn Qd3A Lt16A - I E Iii - Vila Adelia, Goiânia - GO, 74323-093, Brazil",-16.69239199999999,-49.31967150000001,5,3.0,0.18666666666666665,2,0,3,0.4,0.0,2
ChIJlY8SAHihnwARDHCf1q0_eT0,Auto Posto Lara,"R. Toniquinho Araújo, 357 - Morro, São Vicente de Minas - MG, 37370-000, Brazil",-21.7012576,-44.4459961,5,5.0,0.22666666666666666,2,0,3,0.4,0.0,2
ChIJwxbjEvV4GJURKzhIP9vl-iM,Posto Sander,"Av. Central, 1485 - Atlântida, Xangri-lá - RS, 95588-000, Brazil",-29.7753037,-50.0377303,3,2.3333333333333335,0.21666666666666667,2,0,1,0.6666666666666666,0.0,2
ChIJi-KoQociAJURCeZvjypdkSs,Posto Shell,"R. 13 de Janeiro, 1151 - Centro, São Francisco de Assis - RS, 97610-000, Brazil",-29.54834,-55.1307,3,5.0,0.57,2,0,1,0.6666666666666666,0.0,2
ChIJqRci__gzngARZAvcn9SE7Oc,Posto Shell,"R. José Rodrigues de Souza, 361, Cruzília - MG, 37445-000, Brazil",-21.8454305,-44.8146922,5,4.6,0.22999999999999998,2,0,3,0.4,0.0,2
ChIJ2TiN1H6tvZQRLaDhMZSG2Jw,Infinity Auto Posto e Conveniência,"R. Gen. Glicério, 1916 - Vila Maceno, São José do Rio Preto - SP, 15060-000, Brazil",-20.8036095,-49.3740611,5,1.2,0.09666666666666665,2,0,3,0.4,0.0,2
ChIJk__m8YL1nQARHh0KvK-OoPw,Auto Posto Esquina 3 da Shell Cidade,"R. Santa Cruz, 51 - Centro, Cruzeiro - SP, 12701-470, Brazil",-22.5820133,-44.96032539999999,10,4.4,0.06666666666666667,2,0,8,0.2,0.0,2
ChIJq-7HzSuxnZMRml6UK1Zl_xU,posto camisa 10,"Av. Historiador Rubens de Mendonça, 1578 - Bosque da Saude, Cuiabá - MT, 78050-000, Brazil",-15.5868976,-56.0815799,3,3.6666666666666665,0.5,2,0,1,0.6666666666666666,0.0,2
ChIJMQwl4BdeIZURHi-k7FquU_U,Posto Rota 101 Jaguaruna,"Rodovia Br 101 Km 353, s/n - Morro Azul, Jaguaruna - SC, 88715-000, Brazil",-28.6106746,-49.0592276,3,4.333333333333333,0.39218749999999997,2,0,1,0.6666666666666666,0.0,2
ChIJfe3o_O-loAAReZK-iOAu91A,Posto Prata,"KM 128 - 128, MG-050 - Dulphe Pinto de Aguiar, Divinópolis - MG, 35502-509, Brazil",-20.135837,-44.915493,5,4.0,0.2653333333333333,2,0,3,0.4,0.0,2
ChIJi1TGEyUvpwARLrlSKz7lxMg,Posto Azurita,"Nossa Senhora de Lourdes - MG-050 - Azurita, Mateus Leme - MG, 35670-000, Brazil",-20.0128799,-44.4789027,5,5.0,0.282,2,0,3,0.4,0.0,2
ChIJieO15Je_uZQRfaGspUhp-1A,Loja Shell Select - Firenze Auto Posto,"Av. Portugal, 408 - Vila Seixas, Ribeirão Preto - SP, 14020-380, Brazil",-21.190682,-47.80136599999999,4,4.25,0.26875,2,0,2,0.5,0.0,2
ChIJOV5RglsxxpQRi4hDK7dvgAs,Posto Shell,"Av. Pádua Dias, 578 - Vila Independencia, Piracicaba - SP, 13418-260, Brazil",-22.7162143,-47.6281737,3,3.0,0.21666666666666667,2,0,1,0.6666666666666666,0.0,2
ChIJiQJdiMgNiJQRsqfX2YgvavM,Posto Shell,"R. Franklin Ferreira Ribeiro, 470 - Centro, Maracaju - MS, 79150-000, Brazil",-21.6244819,-55.16222639999999,5,3.8,0.32,2,0,3,0.4,0.0,2
ChIJQUECT5MVFgcRmiwUy71Nv1g,Posto Shell,"Av. Priscila Dutra, 771 - Vilas do Atlântico, Lauro de Freitas - BA, 42700-000, Brazil",-12.879439,-38.29922699999999,3,2.0,0.17777777777777778,2,0,1,0.6666666666666666,0.0,2
ChIJ6T1yDjYnz5QRdu6sqXjbhXU,Shell Select,"R. Florindo Zambon, 1282 - Cidade Nova, Jundiaí - SP, 13219-380, Brazil",-23.1884729,-46.8470516,5,2.8,0.16666666666666666,2,0,3,0.4,0.0,2
ChIJ9dWmGXgnPgcROhFg25UPJWQ,Posto Litoral,"R. Dr. Dílson C. Barreto, 5 - Muniz Ferreira, BA, 44575-000, Brazil",-13.0071178,-39.1038595,4,3.75,0.3125,2,0,2,0.5,0.0,2
ChIJGz1tH1B4GZURhLf4_A-tyQY,Posto Shell Garagem Laitano,"R. Santana, 608 - Santana, Porto Alegre - RS, 90040-371, Brazil",-30.0435238,-51.2104307,5,3.6,0.21000000000000002,2,0,3,0.4,0.0,2
ChIJ-QApQCVDzpQROSs6154RYMU,Posto BR - Auto Posto Ícaro,"Tv. Arcádia, 9 - Vila Palmares, Santo André - SP, 09061-680, Brazil",-23.648317,-46.5632349,5,4.8,0.13333333333333333,2,0,3,0.4,0.0,2
ChIJRRp3TpXi4pQRVpT_C3qcip4,Posto Shell,"47 RS-135 SN - Santa Catarina, Getúlio Vargas - RS, 99900-000, Brazil",-27.8739211,-52.2224218,5,4.8,0.282,2,0,3,0.4,0.0,2
ChIJbQGZcj9qGpURSpjlZqGR0_g,Posto Shell,"Av. Theodoro Zenker, 490, Cerro Grande do Sul - RS, 96770-000, Brazil",-30.596213,-51.7479159,5,4.4,0.33999999999999997,2,0,3,0.4,0.0,2
ChIJV2NNx4rfApUR45jrrNCypsQ,Posto Shell,"R. Independência, 403 - 0 - Centro, Sobradinho - RS, 96900-000, Brazil",-29.4153973,-53.02400309999999,4,4.25,0.375,2,0,2,0.5,0.0,2
ChIJUWzVKpIvWpMR0_majRaEkPI,Posto Shell,"Lt 35 E 36 Conj 23 Area Desenv , Sn - Águas Claras, Brasília - DF, 72030-180, Brazil",-15.8763203,-47.9994899,3,2.6666666666666665,0.2333333333333333,2,0,1,0.6666666666666666,0.0,2
ChIJhb9G67zJzpQR6ARtFQVRAFg,Posto Shell,"Av. dos Imigrantes, 465 - Centro, Bragança Paulista - SP, 12902-000, Brazil",-22.9682292,-46.5437217,4,2.75,0.07083333333333333,2,0,2,0.5,0.0,2
ChIJf0DxkSvGyJQR28gX543X_7M,Posto Shell,"Av. Governador Pedro de Toledo, 2500 - Bonfim, Campinas - SP, 13070-150, Brazil",-22.8972283,-47.0939709,5,3.8,0.2953125,2,0,3,0.4,0.0,2
ChIJgX1NQe9Z3ZQRxZSHsoK9ROk,Panda Auto Posto - Maranello,"169 - KM 169 BR-277 - Palmeira, PR, 84130-000, Brazil",-25.4345873,-49.9918887,3,3.0,0.09999999999999999,2,0,1,0.6666666666666666,0.0,2
ChIJ67HYNHcJz5QRvFhKeniPhPA,Auto Posto Jardim Europa VGP,"Rua Manoel Almeida de Oliveira, 777 - Jardim Europa, Vargem Grande Paulista - SP, 06730-000, Brazil",-23.6181836,-47.0066142,5,2.6,0.26116666666666666,2,0,3,0.4,0.0,2
ChIJH0oIkm6DEZURavs0eKt7JaQ,ABASTECEDORA DE COMBUSTIVEIS Ltda,"R. Vinte e Três, 398 - Industrial Tamandaré, Rio Grande - RS, 96201-044, Brazil",-32.1494461,-52.1021631,4,4.75,0.395,2,0,2,0.5,0.0,2
ChIJrRts4mNnv5QRo_CPTkcLyJc,REDE LK DE POSTOS LTDA,"Av. Nações Unidas, 28-75 - Vila Nova Cidade Universitaria, Bauru - SP, 17053-460, Brazil",-22.3353204,-49.0538012,3,3.6666666666666665,0.4666666666666666,2,0,1,0.6666666666666666,0.0,2
ChIJZTxSTTvZxZQRd6rhlK4R7nk,Posto Shell,"EST JOSE GREGORIO MUNICIPAL, 233 - ENXOVIA, Tatuí - SP, 18277-709, Brazil",-23.3564,-47.8569,3,5.0,0.28888888888888886,2,0,1,0.6666666666666666,0.0,2
ChIJS21xWnNKzJQRdQ2SHeZWvC0,Posto Shell,"Av. São João, 686 - Jardim Esplanada, São José dos Campos - SP, 12242-000, Brazil",-23.1973565,-45.8989162,5,2.6,0.12533333333333332,2,0,3,0.4,0.0,2
ChIJe1i71EoZspQRSTYCmrgmz9Y,Posto Alpa,"Rodovia BR 354, KM 327 - Zona Rural, São Gotardo - MG, 38800-000, Brazil",-19.3523015,-46.13480740000001,6,4.0,0.16666666666666666,2,0,4,0.3333333333333333,0.0,2
ChIJOQAAUBdfzpQRL85D29_liS4,Técnica Diesel Rio Negro Ltda,"Rua Cabo Oscár Rossini, 982 - Parque Novo Mundo São Paulo - SP - CEP: - Parque Novo Mundo, São Paulo - SP, 02186-030, Brazil",-23.5160013,-46.57017200000001,5,2.0,0.13333333333333333,2,0,3,0.4,0.0,2
ChIJG3-DzulgXQcRmJBiQSYWv9w,Posto Shell,"ROD BR 242 KM 432, S/N RODOVIA - Oliveira dos Brejinhos, BA, 47530-000, Brazil",-12.32427,-42.89026,5,4.4,0.382,2,0,3,0.4,0.0,2
ChIJxW5s020cqwcRKXoazU36BEI,POSTO LEAO DA ILHA LTDA,"Av. Eng. Abdias de Carvalho, 125 - Madalena, Recife - PE, 50780-000, Brazil",-8.0617067,-34.9061201,5,4.8,0.11666666666666665,2,0,3,0.4,0.0,2
ChIJg_k6U2DBsJQRfpb0EQwgHQQ,Auto Posto Ribeiro,"Ibiraci - State of Minas Gerais, 37990-000, Brazil",-20.3110922,-47.10792379999999,4,4.0,0.45,2,0,2,0.5,0.0,2
ChIJIwa5ANHQ7JQREGRjiYU37vk,comercio de combustivel,"Praça Rocha Pombo, 205 - Zona 01, Maringá - PR, 87013-030, Brazil",-23.4215471,-51.9291081,5,4.4,0.3,2,0,3,0.4,0.0,2
ChIJ89JbwP9XzpQRcvAQHySjFrA,Loja Shell Select - POSTO SHELL - CENTRO AUTOMOTIVO FIANDEIRAS LTDA,"Av. Santo Amaro, 1510 - Vila Nova Conceição, São Paulo - SP, 04506-000, Brazil",-23.5974898,-46.6741347,3,2.3333333333333335,0.1875,2,0,1,0.6666666666666666,0.0,2
ChIJdbGTYQNOz5QRcSVHt812qDE,Posto Shell,"Av. dos Trabalhadores, 1555 - Jardim Marilia, Salto - SP, 13323-000, Brazil",-23.2139932,-47.27844249999999,3,2.0,0.18888888888888888,2,0,1,0.6666666666666666,0.0,2
ChIJ9-yyac_zoJMR-sXWirCrzMA,Posto Shell,"Av. Mato Grosso, 1017 E - Cidade Nova, Lucas do Rio Verde - MT, 78455-000, Brazil",-13.0709145,-55.9146638,4,4.0,0.1875,2,0,2,0.5,0.0,2
ChIJvaUPiTvh3JQRhXmlBAcaQds,Fredolin | Postos Gralha Azul - Posto de Gasolina no Pilarzinho,"Av. Fredolin Wolf, 2951 - São João, Curitiba - PR, 83508-000, Brazil",-25.3828565,-49.31191329999999,4,4.25,0.3333333333333333,2,0,2,0.5,0.0,2
ChIJj1pKGgf5zJQR7A21hM7aAvE,Posto Shell,"Av. Granadeiro Guimarães, 359 - Centro, Taubaté - SP, 12020-130, Brazil",-23.0221111,-45.556727,8,3.0,0.125,2,0,6,0.25,0.0,2
ChIJDdoTp23FkpQRf0ulfa7-V10,Oficina Magalhães,"Av. São José, 1222 - Nova Esperança, PR, 87600-000, Brazil",-23.1830761,-52.2078809,4,5.0,0.28874999999999995,2,0,2,0.5,0.0,2
ChIJkb5KaDJazpQRhKnaHJo5LQs,POSTO PAISAGEM LTDA,"R. Afonso Celso, 644 - Vila Mariana, São Paulo - SP, 04119-060, Brazil",-23.5972548,-46.6351118,3,4.333333333333333,0.22916666666666666,2,0,1,0.6666666666666666,0.0,2
ChIJv_ZS-7FduwAR2-SA08_kVsY,Auto Posto Xodozão Ltda,"BR-116, SN - Fervedouro, MG, 36815-000, Brazil",-20.7229646,-42.280677,3,4.0,0.12916666666666668,2,0,1,0.6666666666666666,0.0,2
ChIJny807Hn2zpQRl7pRVgVaBCE,Shell - Posto de Serviço Vila Mazzei LTDA,"Av. Mazzei, 1670 - Vila Nova Mazzei, São Paulo - SP, 02310-000, Brazil",-23.4678484,-46.5971508,3,1.6666666666666667,0.20000000000000004,2,0,1,0.6666666666666666,0.0,2
ChIJweurl_lfzpQRP0ayCFN3hXc,Posto Shell,"ROD PRESID DUTRA, SN KM222 + 600MTS - Porto da Igreja, Guarulhos - SP, 07034-000, Brazil",-23.47563000000001,-46.52422,3,3.6666666666666665,0.09999999999999999,2,0,1,0.6666666666666666,0.0,2
ChIJqXmkow7GvAARv0JQUERB3Ao,Auto Posto Tigrão Muriaé,"Av - R. José Máximo Ribeiro, 1414 - Muriaé, MG, 36880-000, Brazil",-21.1454185,-42.3795172,3,4.333333333333333,0.3333333333333333,1,0,2,0.3333333333333333,0.0,1
ChIJWd7VWNu3yJQRMRLILlRarGc,DIAMANTE AUTO POSTO DE CAMPINAS LTD,"R. Nadir Dias de Oliveira, 2321 - Cidade Satélite Íris, Campinas - SP, 13059-645, Brazil",-22.9426586,-47.14478019999999,5,2.6,0.06666666666666667,1,0,4,0.2,0.0,1
ChIJIzhvfOOJtJQRjabkh7jEwEg,Auto Posto Leão,"Avenida Dr - Av. João Vaz Sobrinho Trecho I, 1600, Arcos - MG, 35588-000, Brazil",-20.2774046,-45.54261020000001,5,4.2,0.06666666666666667,1,0,4,0.2,0.0,1
ChIJe6LfsryItJQRcfiYG8T6kXw,Parebem Posto Esplanada LTDA,"RUA B, 330 - Distrito Industrial II, Arcos - MG, 35588-000, Brazil",-20.3033725,-45.53932640000001,5,3.6,0.1,1,0,4,0.2,0.0,1
ChIJrZchSp4o0JQREAzcZZKQrc0,Auto World Peruibe Desk,"Av. Luciano de Bona, 5825 - Oásis, Peruíbe - SP, 11772-602, Brazil",-24.2872222,-46.9688889,5,4.2,0.08333333333333333,1,0,4,0.2,0.0,1
ChIJp56zTaCipgARCy6e4KIaxlw,Posto Shell,"MG-030, 1709 - Ouro Velho Mansões, Nova Lima - MG, 34000-000, Brazil",-19.9987199,-43.89352839999999,3,2.0,0.049999999999999996,1,0,2,0.3333333333333333,0.0,1
ChIJ2akEcW5BlpQRxZaTxQTS0ls,Auto Posto Bremen Araçatuba,"Av. Odorindo Perenha, 976 - Bairro Concórdia 1, Araçatuba - SP, 16013-230, Brazil",-21.2173981,-50.4152533,3,4.333333333333333,0.049999999999999996,1,0,2,0.3333333333333333,0.0,1
ChIJocCGbj89qwcRv83ZWe3Hnf0,Albuquerque Pneus olinda 1,"Av. Dr. José Augusto Moreira, 377 - Casa Caiada, Olinda - PE, 53130-410, Brazil",-7.9918347,-34.8396526,5,4.4,0.08333333333333333,1,0,4,0.2,0.0,1
ChIJT-LHXuPDpgARPZHVhckyqJQ,Posto Shell,"Av. Bandeirantes, 741 - Filadélfia, Betim - MG, 32650-370, Brazil",-19.9646215,-44.1860946,4,2.75,0.08333333333333333,1,0,3,0.25,0.0,1
ChIJuUtb3lrOOAcREyz_-e97yXE,POSTO SAMARINO,"PRAÇA DA VITÓRIA - BR-330 - CENTRO, Ubatã - BA, 45550-000, Brazil",-14.21225,-39.5182179,3,4.0,0.049999999999999996,1,0,2,0.3333333333333333,0.0,1
ChIJxWPzemOBp5MRGoW5BZjA0i0,Posto Trevão Cimatel,"Av. André Antônio Maggi, 4641 - Res. Vitoria Regia, Sinop - MT, 78555-108, Brazil",-11.8421935,-55.52092909999999,4,3.75,0.125,1,0,3,0.25,0.0,1
ChIJO9rURokJz5QRE3iPPypldSw,Posto Shell - KOBAYACHI AUTO POSTO LTDA,"Rodovia Bunjiro Nakao, 45685 - Jardim Margarida, Cotia - SP, 06730-000, Brazil",-23.607708,-47.03475089999999,5,2.8,0.16949999999999998,1,0,4,0.2,0.0,1
ChIJc2GaItYpoJMRGW0yGLk8K1U,Posto Comelli - Shell,"Av. Perimetral das Samambaias, 975-N - Centro, Nova Mutum - MT, 78450-000, Brazil",-13.8131333,-56.0745352,5,5.0,0.125,1,0,4,0.2,0.0,1
ChIJUZG8kZOzoJMRSt1hFcF20Bs,Auto Posto Rota do Sol,"Av. Blumenau Sul, 530 - Rota do Sol, Sorriso - MT, 78895-031, Brazil",-12.5704792,-55.7402975,4,3.0,0.041666666666666664,1,0,3,0.25,0.0,1
ChIJtwJeFUJxr5MR3FR7vDyWkng,Posto Shell,"Av. Rio Arinos, 1562 W - Juara, MT, 78575-000, Brazil",-11.265265,-57.51586099999999,5,4.4,0.182,1,0,4,0.2,0.0,1
ChIJywzFgRa8yJQRwLRhk4aTLYE,Posto Shell,"Av. Thereza Ana Cecon Breda, 1860, Hortolândia - SP, 13183-255, Brazil",-22.8531808,-47.2288392,4,1.0,0.0375,1,0,3,0.25,0.0,1
ChIJTTg2xU4fqwcRslEz8tA1_0M,Shell Select,"Av. Mal. Mascarenhas de Morais, 2662 - Imbiribeira, Recife - PE, 51180-001, Brazil",-8.1080598,-34.9119971,3,5.0,0.17569444444444446,1,0,2,0.3333333333333333,0.0,1
ChIJJwhKolfIeZMRHbHiaKDRcDM,Ciclo Rondon,"Av. Presidente Kennedy, 2401 - Centro, Rondonópolis - MT, 78715-201, Brazil",-16.463294,-54.633497,5,3.8,0.06666666666666667,1,0,4,0.2,0.0,1
ChIJbzkucS9CzpQRLri9B8fat5I,Shell - Auto Posto Pery Ronchetti (Shell),"Av. Pery Ronchetti, 620 - Nova Petrópolis, São Bernardo do Campo - SP, 09771-001, Brazil",-23.70118360000001,-46.54598199999999,4,2.25,0.175,1,0,3,0.25,0.0,1
ChIJh3WnU-A1XgcRPmcRd97L5jY,Auto Posto Brasilia,"Rua da BR-242, 28, Cristópolis - BA, 47950-000, Brazil",-12.2309264,-44.3600263,5,4.4,0.03333333333333333,1,0,4,0.2,0.0,1
ChIJB92V2FyzyJQRxZRxVZzWDkI,Shell gas station,"Av. Eng. Fábio Roberto Barnabé, 1169 - Jardim Esplanada, Indaiatuba - SP, 13348-310, Brazil",-23.081257,-47.2231652,5,3.4,0.08,1,0,4,0.2,0.0,1
ChIJ8UPg1d2XpgARNLH0O_FEMwA,Posto Barão VPP ltda.,"Av. Barão Homem de Melo, 3000 - Estoril, Belo Horizonte - MG, 30450-250, Brazil",-19.961224,-43.9645968,5,1.4,0.03,1,0,4,0.2,0.0,1
ChIJ42vzU_n1XpMRjWBRefNA3K0,Posto Shell,"Rod. Go 060, Sn Qd 53 Lt08 - Chácaras Maringá, Goiânia - GO, 74461-005, Brazil",-16.6589823,-49.36212319999999,5,4.0,0.04,1,0,4,0.2,0.0,1
ChIJbchvZCMj3ZQRtG4uceBPb2g,Posto de Gasolina Andrigo,"Estr. de Bateias - Bateias, Campo Largo - PR, 83606-482, Brazil",-25.36527689999999,-49.5122539,5,3.4,0.06666666666666667,1,0,4,0.2,0.0,1
ChIJq2jE6rW1yJQRWjXdpncIICU,Posto Shell,"Av. Pres. Vargas, 1475 - Cidade Nova I, Indaiatuba - SP, 13334-085, Brazil",-23.0855767,-47.1977535,3,4.333333333333333,0.12962962962962962,1,0,2,0.3333333333333333,0.0,1
ChIJTZtqX-pTqwARlIN364ZfDI8,Posto Shell,"Pc Tancredo Neves,120, Anexo 1 - Canelas I, Montes Claros - MG, 39402-595, Brazil",-16.74040609999999,-43.8715204,5,4.2,0.04,1,0,4,0.2,0.0,1
