PLACE ID ,RAZAOSOCIAL
ChIJtxDiMUUwWpMR_Q7odQoMWwA,BRASAL COMBUSTIVEIS LTDA
ChIJ5VTWy7FFAQcRoAcAC5DpV6E,POSTO MILLENIUM LTDA - ME
ChIJG9QTgs-UyJQRXn03cNNxGdw,COMERCIO DE PETROLEO TREVO LTDA
ChIJr2BiY6rohpQRDctXySG4gX4,POSTO Z + Z IGOR LTDA
 ChIJM-QVTnsfpZMRih9LzFxjSw8,AUTO POSTO BRASNORTE LTDA
ChIJuZcbi99qqwcRqS9pOMASgsg,CEMOPEL CM PETROLEO LTDA
ChIJoZ5z0yeunZMRsaLXMnuy0pY,G. J. G. DERIVADOS DE PETROLEO LTDA
ChIJe1i71EoZspQRSTYCmrgmz9Y,POSTOS ALPA LTDA
ChIJf0RZvTT0oQARLnTo_1ufHwo,POSTO MIRANDA LTDA
ChIJ9QGAGiamsQARsTw5YCB2VaY,MCOURA COMBUSTÃVEIS DE AVIAÃ‡ÃƒO LTDA.
ChIJjZawSa4Zy5QRu98D3wTj8R0,AUTO POSTO CASSINO LTDA
ChIJKVaxJpa3jJQRUuByQbe1Kww,POSTO ESPERANCA LTDA
ChIJ5aU8p0fxXpMRWbDsmCClJXk,AUTO POSTO ASTRO DA MUTIRAO LTDA
 ChIJDdoTp23FkpQRf0ulfa7-V10,AP MAGALHAES & CIA LTDA
ChIJC8_Fz8xjzpQRlwmTIeg17T0,JUJU AUTO PECAS E COMBUSTIVEIS LTDA
ChIJDdXwCfd6mQARjWapj-5qcpk,DUCK POSTO DE GASOLINA PECAS E ACESSORIOS LTDA
ChIJlyM5VuhkmQARE-476FQaBiE,GALAPAGOS CENTRO AUTOMOTIVO LTDA
INVALID,SERGIO DALCIN RIGON & FILHO LTDA
INVALID,POSTO LOBO JUNIOR LTDA
ChIJlU5oVlR7mQARSpBRv6UpTng,AUTO POSTO CARIOCA LTDA
ChIJ-XOkUZZjmQARCGHAE-2tQM4,POSTO DE SERVICO CAMBOATA LTDA
ChIJYz-iMaJj-5QRi88pvafbWTM,ABASTECEDORA SETTI LTDA - EPP
INVALID,LUVIT COMERCIAL DE COMBUSTIVEIS LTDA
ChIJwdGG-rSpApURLQ90srobkMM,AUTO POSTO FONTANA LTDA
ChIJTWXtFNaiHpURs-pQVa3ZB3Y,AUTO POSTO L.C LTDA
ChIJeRCrhjCSHpURSJAGVKjrB60,"BOFF, GARDELIN & CIA LTDA"
INVALID,LIMA UCHOA COMBUSTIVEIS EIRELI
ChIJTyRgaqeR9pQRZ-JuMhUj2is,OKLAHOMA COMERCIO DE COMBUSTIVEIS LTDA
ChIJcb29ePJ965QRHNGQ5iZqMRA,POSTO ELITE LTDA
 ChIJe_WelAJkzpQR817uQxP5yJE,AUTO POSTO NOVA RADIAL LTDA
ChIJoQN5KSS_uZQRmQr2ifOWSEY,POSTO PRESIDENTE RIBEIRAO LTDA
ChIJFfLBVbP1zpQRRoudY-rNbPs,"AUTO POSTO ""555"" LTDA"
ChIJRQNTKyO_uZQRh0CPMaH2eVk,SUV AUTO POSTO DE SERVICOS LTDA.
ChIJQ2q3Zrv3zpQR-ONmPM9K3Es,NOVA CACHOEIRINHA AUTO POSTO E COMERCIO LTDA
ChIJkb5KaDJazpQRhKnaHJo5LQs,POSTO PAISAGEM LTDA
ChIJp6E6wVZdzpQRkannQs1gOEk,CENTRO AUTOMOTIVO JARDIM SANTO ANDRE LTDA.
ChIJ41MFaf8wxpQRbwVJh-qMV_I,R&E POSTOS DE COMBUSTIVEIS LTDA
INVALID,AUTO POSTO MEDIANI PIRES LTDA
ChIJ_4FL3SlczpQR0jkFCmZwHh0,BRISTOL AUTO POSTO E SERVICOS LTDA.
INVALID,JURUA AUTO POSTO LTDA
ChIJuZUbGn34zpQRJsvL6HqKm8U,GUARNEL AUTO POSTO LTDA
INVALID,SOCIEDADE RD DE COMBUSTIVEIS E DERIVADOS LTDA
ChIJ7xcgfqVCzpQRwMxLlIPoFGo,NEON AUTO POSTO LTDA
ChIJRZrCBr2dyJQRagHnuE5rj4A,AUTO POSTO MONTE CASTELO DE SANTA BARBARA D`OESTE LTDA
ChIJDxNhmRIQFgcRkD-CFBWvtSY,POSTO DE SERVICOS AGUA FUNDA LTDA
ChIJb_Q1UTcHz5QRjqDxt4vIv_g,PHENIX - COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA
ChIJsfG-YmNXzpQRhj-0kH9uhQ0,ORION AUTO POSTO LTDA
ChIJ48btjsFQzpQRnuhjfjTSwHw,POSTO DE SERVICO IRAMAYA MORUMBI LTDA
ChIJAfZqL1-tvZQRpAPAEWFbD6Q,GUARUJÃ - ANDALÃ“ AUTO POSTO LTDA.
ChIJT7g1IehTzpQRX-ahL9mf-8I,AUTO POSTO LARRAIA LTDA
ChIJrbOs3FlhGZURaj9HhzAF-F4,COMERCIAL BUFFON COMBUSTIVEIS E TRANSPORTES LIMITADA
ChIJUZG8kZOzoJMRSt1hFcF20Bs,AUTO POSTO ROTA DO SOL LTDA
ChIJR8uKy_K-uZQRZxDNUcjtEc8,AUTO POSTO FORQUILHA LTDA
ChIJC0aMu7ahxpQR28MhumaAkdQ,POSTO DE SERVICOS ALTO DA SERRA LTDA.
INVALID,LUBRISEN COMB. E LUBR. LTDA
ChIJrRts4mNnv5QRo_CPTkcLyJc,REDE LK DE POSTOS LTDA
ChIJ07jFdQfAvZQRP6itOjg3nx4,AUTO POSTO EDUARDO LIMITADA
ChIJw8Ruf5zVqgARPc0ud1aJF74,ALENCAR E PRATES LTDA
ChIJHaOc4XJLy5QRDT_s7zyjtIQ,POSTO SAO LOURENÃ‡O LTDA
ChIJt50LPodkfJMR5XHZyjDwa6Q,POSTO DA DIVISA LTDA
ChIJ-6vMbsO9pgARKf4V1EtyCW8,POSTO MACEDO LTDA
ChIJjTQxD4RsYpMR5_1o_ZzYgmg,AUTO POSTO MASUT IV LTDA
ChIJ2UFBsZgVypQRINTSuepEgCA,AUTO POSTO MIGUELITO LTDA
ChIJt2VbGB1ZPgcR736bOPUvplY,ROMA COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA
INVALID,POSTOS ALPA LTDA
ChIJH5nWmULCrAcRnTRMYHnslu8,AUTO POSTO DE COMBUSTIVEIS MANGABEIRA LTDA
ChIJ6VTuedWWpgARZnCV9huwAXE,AUTO POSTO CARRIJO LTDA.
ChIJTe4iS_mnrQARjN-Hby2RyQE,AUTO POSTO NUNES ROCHA LTDA - EPP
ChIJrZchSp4o0JQREAzcZZKQrc0,AUTO POSTO MUNDIAL DE SOROCABA LTDA
ChIJuUtb3lrOOAcREyz_-e97yXE,POSTO DE COMBUSTIVEIS SAMARINO LTDA
ChIJKwxqJjT1xZQR59UCzCiNm5w,AUTO POSTO TRES PODERES LTDA
ChIJG3-DzulgXQcRmJBiQSYWv9w,D & M COMERCIAL LTDA
ChIJfbrBt01duQARuCiyPuDZJJg,POSTO SAO JUDAS TADEU LTDA
ChIJc0HR7oNPFAcRdoe4bMbQ0vs,POSTO OASIS DERIVADOS DE PETROLEO LTDA
ChIJAQAAQANCFgcRyU7WHYv8sR8,AUTO POSTO GUARAIUBA LTDA
INVALID,ALMAMATER AUTO POSTO LTDA.
EkNBdi4gSW52ZXJuYWRhIC0gUGFycXVlIE5vdmEgU3VpY2EsIFZhbGluaG9zIC0gU1AsIDEzMjc0LTQ2NSwgQnJhemlsIi4qLAoUChIJ4dZw4L7NyJQRbffZMpmwHLwSFAoSCf8Nq6TGzciUEVaPOaZ-X0PW,POSTO AVENIDA INVERNADA LTDA
INVALID,J MARCOS ALVES TRINDADE & CIA LTDA
ChIJXUF3SGVQxwcRFbv0gFNFBic,LM REVENDEDORA DE PETROLEO LTDA
ChIJXYpE2ZwDzpQRhKoZurKZjR8,COMERCIO DE COMBUSTIVEIS GENESIS LTDA.
ChIJSQEZMj5b65QRFyEJ-OuHnYs,AUTO POSTO CONFIANCA LTDA
ChIJuwMFC2gBlpQRkKvfcW4CMPQ,AUTO POSTO CANECO DE OUROLTDA
ChIJ09TyKJhMz5QRSM4Zkx01P40,COMERCIO DERIVADOS DE PETROLEO RECREIO CAMPESTRE LTDA
EktSLiBBbml0YSBNb3JldHpzb2huLCA1MDUgLSBKYXJkaW0gU2FudGFuYSwgQ2FtcGluYXMgLSBTUCwgMTMwODgtMzA5LCBCcmF6aWwiMRIvChQKEgmH7xB7ycXIlBGUtd2CdMIMVBD5AyoUChIJ7XdGH8nFyJQRp43AkEEjV4Q,CARLOS ALONSO PUIGDOMENECH
ChIJQUFLfj6lyJQR8V1HluFJ7I4,AUTO POSTO PAVAO BONITO LTDA
ChIJQz_QK7YHyJQRbCM8IDtqsXU,POSTO ROSIM LTDA
ChIJSZKwT8lY_5QRd02meU5DpkE,LUIS CARLOS D. PILLON & CIA LTDA
ChIJy7apaDKHyJQR4Oy3Rb1se2I,AUTO POSTO CONCHA DE OURO LIMEIRA LTDA
ChIJTVJ7DMeAyJQRaPjbfgl23FA,AUTO POSTO SANTA LUCIA DE LIMEIRA LTDA
ChIJc8qVStGbyJQRW4JV8PqpnQw,AUTO POSTO AVENIDA BRASIL LTDA
ChIJq5D2XiVNlZQRcKyGWt3j_Wg,IRENO & IRENO LTDA
ChIJq7PwPnOXpAARTgWej_t_o8k,POSTO PONTE NOVA LTDA
ChIJFz_LKwye-5QRkq-WKrbozFs,AUTO POSTO VALCIR GABBI LTDA
ChIJsa5mM8is_ZQRryqzvF3EBSM,POSTO DE COMBUSTIVEIS ANDRIOLLI LTDA
ChIJCZJW7LNmmQARfruw1a2JRKA,POSTO 15 DE COMBUSTIVEIS LTDA
ChIJ2ZXmDQAXmQARF_kRzKhwkyU,POSTO STAMIEL LTDA.
ChIJaceMhlT73JQRL0-S08kCeTY,RADJA COMERCIO DE COMBUSTIVEIS E CONVENIENCIA LTDA
ChIJ8y1i0mh5GZURuNj1OGURuv0,ROVIN POSTOS DE SERVICOS LTDA
ChIJ72DqwN6rmQARy_DIZhRezoU,ENZO ITAIPAVA LTDA
ChIJWaI6rD3AqwcRo3iyuqXYwbk,JOSEFA SEVERINA BARBOSA - COMBUSTIVEIS
ChIJeUvW4trj3JQRsQRkP4-YFow,PETROPARK COMERCIO DE COMBUSTIVEIS LTDA
ChIJh0Jf3wF4GZURa30cmcXzNqs,COMERCIAL DE COMBUSTIVEIS INTERCAP LTDA
ChIJG9TjGWN_vAARixgwQQpgfoM,VIVER COMERCIO E DERIVADOS DE PETROLEO  LTDA
ChIJS21xWnNKzJQRdQ2SHeZWvC0,AUTO POSTO LUCKY LTDA
ChIJwagDHWD0k5QRAdbp_Gww4Cg,YOSHIURA & MEIRA LTDA
ChIJt0GPlBZmyZQRqsT1jSA8oSY,AUTO POSTO SAO JOSE LTDA
ChIJZw9eMpywuAcR9jl9EDpJ8oc,POSTO BANGUE COMERCIAL DE COMBUSTIVEIS E SERVICOS AUTOMOTIVOS LTDA - EPP
ChIJe_WelAJkzpQR817uQxP5yJE,AUTO POSTO NOVA RADIAL LESTE LTDA
ChIJOQAAUBdfzpQRL85D29_liS4,POSTO DE COMBUSTIVEL RIO NEGRO LTDA
ChIJswB_oVDV0ZQRi7evU8DnvR0,AUTO POSTO BELAS ARTES LTDA. EPP.
ChIJtc2cL4djmQARiwVIvdoUUOQ,MARITIMO DE NITEROI POSTO DE COMBUSTIVEL LTDA
ChIJB0xC8W1yvAARs8Yf5mbWk1I,AUTO POSTO 2000 LTDA
ChIJrZPjCVvYmwARkCdZmBr_v-Y,TINDIBA AUTO POSTO LTDA
ChIJTbR1oUnv3JQRn5DUar3_Dfg,TS - COMÃ‰RCIO DE GÃS VEICULAR LTDA
ChIJhb7VSNPYmwARiZ7r9gwoxXo,AUTO POSTO QUINTA DO RIO GRANDE LTDA
ChIJnZufjYIMqgARDTkNerJZ5mQ,ROQUETE & CARNEIRO COMERCIO DE COMBUSTIVEIS LTDA
ChIJo2VtwU_6mwARCSihurD_KHo,POSTO DE GASOLINA BRASIL DE SANTA CRUZ LTDA
INVALID,IRMAOS SILVA S/A
ChIJ85Q7d0flvQcRJ5qhDLsi4SA,POSTO DE COMBUSTIVEL COMPLETO LTDA
ChIJTYh5Ts-wupQRp5q7YQbnCwA,AUTO POSTO BELA VISTA LTDA
ChIJm363LV2gqwcRjY7OSp4HC1A,LVS COMBUSTIVEIS E LUBRIFICANTES LTDA
ChIJsfeApl-q6wcRfLHoEcITv8o,F F COMERCIO DE DERIVADOS DE PETROLEO LTDA
INVALID,ANA P. MOREIRA
ChIJjebqsLliAAcRpwbW5Cj3Kkc,AUTO POSTO MAR AZUL COMBUSTIVEIS E LUBRIFICANTES LTDA
ChIJD-MF9HRqCJMRp7VfndNQHOI,TITAN REVENDEDOR DE DERIVADOS DE PETROLEO LTDA
INVALID,ANTUNES & MACIEL LTDA
ChIJyzStK0_GVZQRmMikHdoGGLw,JM COMÃ‰RCIO DE COMBUSTIVEIS LTDA
INVALID,PEGORARO E PEGORARO LTDA
ChIJ2Rp9yKqyGgcR8fzr-cwg1ho,A. C. DERIVADOS DE PETROLEO LTDA
ChIJlx57TyX7G5URRRdRT1n7Pf4,STILO COMERCIO DE COMBUSTIVEIS LTDA
ChIJhVR0U0guOAcR8qZah133L_c,COMERCIAL DE DERIVADOS DE PETROLEO SILVA BRANDAO LTDA
 ChIJ460I0dMpzpQRGh86pIjOkuU,POSEIDON AUTO POSTO LTDA
ChIJfRlh049wGZURM_0qUA-H8KY,WMS SUPERMERCADOS DO BRASIL LTDA.
INVALID,POSTO DE COMBUSTIVEL HARMONIA DE TATUI LTDA.
INVALID,COMERCIO DE COMBUSTIVEIS SERRANO LTDA
ChIJY_iHsd_v25QRl_BE0m70gFw,POSTO MARE ALTA LTDA
INVALID,AUTO POSTO JARDIM NACOES LTDA
INVALID,POSTO PARADA 67 - ABASTECEDORA DE COMBUSTIVEIS LTDA
INVALID,ARAGUAIA COMBUSTIVEIS LTDA
ChIJh8Cs7qQw3pQRX2NwAS6bBRw,GERALDO AUTO POSTO LTDA
ChIJVdZtuOnWv5QR_zEKN2cKaOc,AUTO POSTO FRIOL LTDA
ChIJD-DmqqG8HJURUI0jaZJTR8E,SIM REDE DE POSTOS LTDA
ChIJsfwP2qBfxZIRfbqmOIl0fdA,AUTO POSTO CIDADE ESPERANCA LTDA
ChIJU9Y_6rFWzpQRIlsvHLVWc54,COMERCIO VAREJISTA DE COMBUSTIVEIS VIA SUL LTDA
EkpDZXNhciBDb3N0YSAmIEp1YW4gVG9ycmVzLCBWYWxsZSBkZWwgR3VhZGlhbmEsIDM0MTY2IER1cmFuZ28sIERnby4sIE1leGljbyJmImQKFAoSCZP1iDKNt5uGEaz5lkdfetIyEhQKEgmT9YgyjbebhhGs-ZZHX3rSMhoUChIJD5tWVe23m4YRAPHuozE0n6UaFAoSCQfVYjKNt5uGET6H_tge6Sh2IgoNWzFQDhUu7KHB,COSTA & TORRES LTDA
ChIJMWrnsTcun5MRRf9QyQ5obig,CJCM PETROLEO LTDA.
INVALID,AUTO POSTO CARVALHO LTDA
INVALID,RPA COMERCIO DE COMBUSTIVEIS PIRACICABA III LTDA
ChIJ3bxPD7jnzpQRwrr5Z4U-o_s,AUTO POSTO BRISA DE BAURU II LTDA.
ChIJM3h4wsUfz5QRE84ZVtw268Q,AUTO POSTO VIADUTO DE MORATO EIRELI
ChIJH8rbOjSmsQARytpG2QQ1utQ,REDE HG COMBUSTIVEIS LTDA.
INVALID,J. MATTOS DISTRIBUIDORA DE COMBUSTIVEIS LTDA
ChIJ447BlkxxswARzIdbGudFoL4,REDE HG COMBUSTIVEIS LTDA.
ChIJu8oXqR06jgcRihSAUewvOVw,HD PETROLEO LTDA
INVALID,ÃGUAS LINDAS COMBUSTÃVEIS LTDA
INVALID,PORTAL DE BARUERI SERVICOS AUTOMOTIVOS LTDA
ChIJiZY-iQiMqQcRcAiSnuCvXsw,JH COMBUSTIVEIS LTDA
ChIJbzJQU9avy5QRZxRuaJ1tHFc,REDE DOM PEDRO DE POSTOS LTDA.
ChIJvbZbh7jdngARRaCF_xfwvxc,AUTO POSTO JACUTINGA LTDA
ChIJoyWEF0hEpJQRrFne6wP-h0g,POSTO Z+Z UBERLANDIA LTDA
ChIJ8bb4av8N6ZQRqDc5OMRycPc,POSTO BOA VISTA LTDA
ChIJe8rsQ-avvpQRjuhrK2c_yD4,AUTO POSTO CENTRAL DE SANTA ADELIA LTDA
INVALID,POSTO DE ABASTECIMENTO LUZ DO ORIENTE LTDA
INVALID,COMELLI COMERCIO DE COMBUSTIVEIS LTDA
ChIJ8-AwNmKtGgcRHwVCH0hNBi4,TYRESOLES DE SERGIPE INDUSTRIA COMERCIO E SERVICOS LTDA
ChIJ83bc1Cu7NQcRhkKp7nRh_t8,POSTO ROTA DO CAFE COMERCIO DE DERIVADOS DE PETROLEO LTDA
ChIJj1pKGgf5zJQR7A21hM7aAvE,AUTO POSTO LINCE DO VALE LTDA
INVALID,AUTO POSTO LOBO GUARA LTDA
INVALID,AUTO POSTO COTRIM LTDA.
ChIJy_12Qt5VpQARtuTkIt6EgXI,POSTO AMERICA LTDA
INVALID,CORIN COMERCIO DE COMBUSTIVEIS AUTOMOTIVOS LTDA
ChIJvQ3ELze-85QRGJ2lyscGHXA,AUTO POSTO RUSH LTDA
ChIJc0HR7oNPFAcRdoe4bMbQ0vs,JAGUAR BR 324 DERIVADOS DE PETROLEO LTDA
ChIJNbU9uVorxpQR6GhE3gVCER4,MALHEIRO & TOZZI LTDA - EPP
ChIJdWEy5dgXHZURrBOk5ctb29U,ANDREY DARTORA - EPP
ChIJ8yLmQxTerAcRXVTC7GdFWVQ,JACARE COMERCIO DE COMBUSTIVEIS LTDA
ChIJxxoKobsxxpQRNVzRVHDH_Ng,CENTRO AUTOMOTIVO VERDELHO LTDA
ChIJ0eQC-tLtzpQRI9nVqH97a74,POSTO 67 DA FERNAO LTDA
ChIJY15dbORXXpMRTqWtLFkevqw,POSTO ITAIPU LTDA
ChIJw2ThcejMoAARci1dmoZV-14,POSTO AEROPORTO DE ITAUNA LTDA
ChIJZwCYrIYf6gcRqL2NbsZqM50,FERNANDO LEONEL MORAES LTDA
ChIJ14JXVfab7JQRY8yAJ3wnx10,AUTO POSTO VILA NOVA LTDA.
ChIJrQgmh7aP5pIRnOvZc-Owyw0,SUPER POSTO PARAIBA LTDA
ChIJR0N7h9O9WZMRMqixKiUgwYA,AUTO POSTO ROOSEVELT LTDA
ChIJv464Wha9pgARcrsvLxFNvic,POSTO ABASTECA AQUI BARREIRO LTDA
ChIJw7E8BVd16ZQRkEuwSVbPbuE,AUTO POSTO IMBAU II LTDA
ChIJlUHNe8YjuAAReN113Bgq-mE,AUTO POSTO NAZARAO DE CARIACICA LTDA
ChIJ5zO8MCpgCgcRkpWnrJIBZUg,POSTO VALDIVINO COMBUSTIVEIS LTDA
ChIJBcv-rZVjkZQR88UQmcg75kM,AUTO POSTO ARLEI DE PRESIDENTE VENCESLAU LTDA
ChIJ8UlrvPFuZZMRhyPAu0X3oDg,DUME COMBUSTIVEIS ARAGARCAS LTDA
ChIJsYJHmqVDGZURniXCwLAZN1g,POSTO TOPGAS COMBUSTIVEIS LTDA
ChIJRwmnuoTM_JQRfZVmoI5y8AU,MP POSTOS E LOGISTICA LTDA
ChIJrcowA8ul9JQRm1p-_TgCyUc,ZAFALON - AUTO POSTO SEDE ALVORADA LTDA
ChIJAwAAwB2apgARdt3ZqRkaXgU,POSTO FLORESTA LTDA.
ChIJWTpqriU5WpMR32L8jLq3FoE,AUTO POSTO CINCO ESTRELAS LTDA
ChIJbUtj6_QwXgcRQdIvtWxj3Eg,POEIRAO MEGA POSTO DE COMBUSTIVEIS LTDA
ChIJQ-Kr-Kxb35QR8dGqaT2KcVM,TREVISO COMBUSTIVEIS LTDA
ChIJpyS-ycQTz5QRT4qrRnV8Qww,POSTO FAROL 48 DA CASTELO LTDA
ChIJMQwl4BdeIZURHi-k7FquU_U,POSTO ROTA 101 JAGUARUNA DERIVADOS DE PETROLEO LTDA
ChIJgX1NQe9Z3ZQRxZSHsoK9ROk,PANDA AUTO POSTO LTDA
ChIJr4UfWOh_ppQR_C99odUp6Ek,VIA 050 COMBUSTIVEIS LTDA
ChIJsQSEZsPVoAARAp3BKuFV5ZI,POSTO CAFE 60 COMERCIO DE COMBUSTIVEIS LTDA
 ChIJOU7gzV0jHJURzb6RPEybk4Q,SANDER COMERCIO DE COMBUSTIVEIS LTDA
ChIJm3TvFwShpQARnPQ0lMn16mo,POSTO AGUA FRESCA LTDA
EmJBdi4gQ29tZW5kYWRvciBEYW50ZSBDYXJyYXJvIC0gQ2lkYWRlIEFyaXN0b24gRXN0ZWxhIEF6ZXZlZG8sIENhcmFwaWN1w61iYSAtIFNQLCAwNjM5Ni0wMDAsIEJyYXppbCIuKiwKFAoSCR3_P-OXAc-UEV6pw6vR7-P-EhQKEgll4FQVuwHPlBGRnpHNw0E0TA,DANTE CARRARO COMERCIO VAREJISTA DE COMBUSTIVEIS EIRELI
ChIJRQGAkXt5uQcR5-KO_TC3Ric,POSTOS PRECO JUSTO COMERCIO DE COMBUSTIVEL S/A
ChIJU0qxJmIitZQR43xYkWZawa0,AUTO POSTO CANDEIAS LTDA
ChIJGbvUdWwYPwcRC6HS6yLWuLU,NACIONAL POSTO DE COMBUSTIVEIS LTDA
ChIJN89wGmrUvQARpwcf8Ij-9mk,POSTO PARQUE LEOPOLDINA DE CAMPOS LTDA.
ChIJp_GRxsPkowAR6cVegzHG86A,R A COMERCIO DE COMBUSTIVEIS LTDA
ChIJ-UcSThR3GZURst25qMHO1no,REDE DE POSTOS AUTO POSTO CENTER LTDA
ChIJo23ONhaXpgARoES93Z4mO30,EXPRESSA COMBUSTIVEIS LTDA
ChIJZQzC9kU6RgcRN4rksb_wfRc,WL POSTOS DE COMBUSTIVEIS LTDA
ChIJBWnUM1Ii6JQRd6XpzfelkGA,DUNAPETROL COMERCIO DE DERIVADOS DE PETROLEO LTDA
 ChIJGaRBmD0YuQAR_rVdOSfKe1o,ROTA SUL COMERCIO DE COMBUSTIVEIS LTDA
ChIJtXO3cwGWpgARdQSJmFhczhM,SANTO POSTO GAS- COMERCIO DE COMBUSTIVEIS LTDA
ChIJ1ckzwT9lypQRxgrjSFwaplU,AUTO POSTO NOSSA SENHORA DO CARMO LTDA
ChIJPwnNBgx0XAcRbbK-6sqIAf4,POSTO PORTAL LAPA LTDA
ChIJfxebo-z6uZQRXztBtmKEzA8,AUTO POSTO MANACA DE BATATAIS LTDA
ChIJP-uXCyBYfZIR_pVZ1KxvT3s,AUTO POSTO CEARA LTDA
ChIJARIvlNZDrQARU0Wxkdxsl_Q,POSTO ECONOMICO DE TURMALINA MG LTDA
ChIJecEyxG__FQcRuKfgHHzVWKI,ILHA BELA 03 POSTO DE COMBUSTIVEIS LTDA
ChIJq6fINrIf8JQRR3BKFBlgxoc,COASUL COOPERATIVA AGROINDUSTRIAL
ChIJY8eIdo_vPgcR215Wk56wnDc,WELLINGTON NUNES DA HORA
ChIJ4Q0fiykfuAARRRwHzrwMsgk,ARARA AZUL REDE DE POSTOS LTDA
ChIJ9ynrR4s_uAARWLa6_3ADxBw,DIRCEU COMERCIO E REPRESENTACOES LTDA
ChIJ3TO3cTsYuAARsj3A3BvCW4A,J. S. PETROLEO E COMERCIO LTDA.
ChIJkzaCWqOSypQRA07L2B-kKks,POSTO SUPER TIGRE LTDA
ChIJHfeyfQCTypQRIzwksPP1kNk,AUTO POSTO BENJAMIN CONSTANT LTDA
ChIJQ-aBDgzChpQRLccZjA8rlPA,AUTO POSTO MANCOES LTDA
ChIJLzLZTa6Ns5MROm2BTfbFKIs,FAOS COMBUSTIVEIS LTDA.
ChIJ3cJ0nJCFpgAR-vVRfUQXrCU,POSTO VHR LIMITADA
ChIJJ5ZAvU9oGZURO2K4-QyeMp0,SERASELF COMERCIO DE PETROLEO LTDA
ChIJR8mU6jUBpQARxB_a2HaEH4I,POSTO LULU LTDA
ChIJycYH_KglngARtHOwLr2U_zY,AUTO POSTO BAEPENDI LTDA
ChIJJ90ifFuamAARBGq78OPqZF8,POSTO VISAO LTDA
ChIJycfPf6HxXpMRmGtQ6v2C1U8,POSTO Z + Z SERRA LTDA
ChIJ3zFoMRqRy5QRXjLaUiVxjjg,POSTO 2 ABASTECIMENTO DE COMBUSTIVEIS LTDA
ChIJl5JgY3FcGZURMmlLnVCsKXo,COMERCIAL DE COMBUSTIVEIS PORTAO LTDA
ChIJr0pPGPHYmwARWYfKVmMiXFY,POSTO TAQUARA LTDA
ChIJX-r4eFDVmwARsroJM6OYBUY,AUTO POSTO EXCEDE LTDA
 ChIJG-y4H8JhmQARUS-PaC48mTo,POSTO DE GASOLINA AVENIDA LIMITADA
ChIJAVRNOTD0mAARzztpsciurmc,POSTO PONTO AZUL LTDA
ChIJvVFq_df1mAAREEp4U_CVABY,AUTO POSTO RODO TREVO LTDA
ChIJnxKxXee_G5URz1HDKOnREXY,ABASTECEDORA DE COMBUSTIVEIS TRIUNFENSE LTDA
ChIJczuHneh9mQARfoYN97rRwWE,POSTO DE GASOLINA MALVINO REIS LTDA
ChIJpce7aZbWmwAR56_9HZsx9DQ,CENTRO AUTOMOTIVO GOLFE CLUBE LTDA
ChIJF6KphLu_4pQR8vDyTOskAA8,VOLARE COMBUSTÃVEIS LTDA.
ChIJdey7nfp_mQARUsCRVXeOpjQ,ROCAL PRODUTOS DE PETROLEO LTDA
ChIJlx57TyX7G5URRRdRT1n7Pf4,ChIJlx57TyX7G5URRRdRT1n7Pf4
ChIJbVqxD1dAGZURn2_rNvqLLiw,POSTO JACARE LTDA
ChIJscF00W75-5QR9OPsGOkRAZQ,POSTO 74 DERIVADOS DE PETROLEO LTDA
ChIJK-zTQ5rfmwARsYTne7JWoTU,DUNAPETROL COMERCIO DE DERIVADOS DE PETROLEO LTDA
ChIJK-zTQ5rfmwARsYTne7JWoTU,AUTO CENTER DUDUCA LTDA
ChIJnYQ1kGor7ZQRCS1N09Vjc8s,AUTO POSTO APROMAN LTDA.
ChIJs9exid3U85QRPuc2lN5kdE4,POSTO DAS AMERICAS LTDA
ChIJl0U1F-jv3JQRQuQhCwtHrAE,ARTIGAS COMERCIO DE COMBUSTIVEIS LTDA
ChIJ__vXLdvy3JQRwBoffefZZ3k,AUTO POSTO MANANCIAL LTDA
ChIJi4aWGz-D6ZQRyIh1FlpO890,COMÃ‰RCIO DE COMBUSTÃVEIS CHANCELLER LTDA
ChIJexVW63vhmwARMeBarYpEOhs,AUTO POSTO KARAPITO DA BEIRA LTDA
ChIJaUpz6oW_7JQRj55TZ4Ybkfw,CPA COMERCIO DE COMBUSTIVEIS LTDA
ChIJZ2FHcsad85QRG3PbVrnZXSQ,AUTO POSTO SARANDI LTDA
ChIJi19f-2-7ngARALvJfsxdgoQ,POSTO SOL MAXI COMERCIO DE COMBUSTIVEIS E SERVICOS AUTOMOTIVOS LTDA
ChIJ08qp1hM0lgARWbNnZEyntW0,POSTO IMBOASSICA COMERCIO E SERVICOS LTDA
ChIJBaCZH4owlgARYqcF6T1hdBQ,POSTO TIC TAC DE MACAE LTDA
ChIJxR-TRFEwlgARBK76Nl4geJM,POSTO TREVO LITORAL LTDA
ChIJa1Yi6XMeqwcRH_AlYI6YI9Q,MENEZES COMBUSTIVEIS LTDA
ChIJoYcD6XGxx5QRHByJOs4pYH4,AUTO POSTO E LANCHONETE S B LTDA
ChIJ7YRwFoBgzpQRrcsSSTbmOEg,AUTO POSTO GALENA LTDA
ChIJVVWJXbb5zpQRCYnbvKA9SAc,AUTO POSTO ARAMINA LTDA
ChIJa3j-Cs24uZQR7Tk7tynI308,AUTO POSTO CARRO NOBRE LTDA
