PLACE ID ,RAZAOSOCIAL
ChIJ_zng6gD3zpQR1dcx8-sdvhg,POSTO ESTACAO CARANDIRU LTDA
INVALID,RIO GRANDE AUTO POSTO LTDA
ChIJfY-sfK6_uZQRVZuDqZQtq5Y,POSTO DE SERVICOS CACIQUE R.P. LTDA
ChIJP5-wS1EbzpQRi26xlGjT5E0,LINHA UM PRODUTOS DE PETROLEO LTDA
ChIJM4pb3b9mzpQRy1rGbSEqNR8,GAMELINHA SERVICOS AUTOMOTIVOS LTDA
INVALID,CENTRO AUTOMOTIVO BAP SWISS PARK LTDA
ChIJizeF0t5YzpQRUMNibhgTQ4Q,POSTO MOUTINHO LIMITADA
ChIJS-L1cXb8zpQRPn3XrHJpSYQ,AUTO POSTO SERGIO'S LTDA
ChIJ_8eKjA9dzpQRF7nCBWMNeuY,TRAPEZIO AUTO POSTO LTDA
 ChIJxYPF8QGQpgAR42ZWelC3UEQ,AUTO POSTO ARINELLA BELEM LTDA
ChIJX3byY_ZYzpQR_ZcxXTIj5Qs,AUTO POSTO FLOR DA LUZ LTDA
INVALID,POSTO DE SERVICOS PAZ LTDA
ChIJ155Daq5bzpQRJJdDbXl1BzA,PARAMBOS AUTO POSTO LTDA
ChIJzdYDuvRRzpQRblaOQRXZrAs,POSTO ISOLA DERIVADOS DE PETROLEO LTDA
ChIJC_vPBd0lz5QR070cbx5ccIQ,AUTO POSTO GUAPEVA LTDA
INVALID,GUARIZZO AMPARO LTDA
EkdSdWEgSm9yZ2UgU2VjYWYgLSBOb3ZvIEphcmRpbSBCZWxlbSwgRGVzY2FsdmFkbyAtIFNQLCAxMzY5MC0wMDAsIEJyYXppbCIuKiwKFAoSCXdbtdQ2D7iUEfttDZ21Uz0FEhQKEglf-xr3Ng-4lBGU6cS3UxwCCw,GHANDI SECAF & CIA LTDA
ChIJSZTzmznzxZQRZpYkBkk1oDQ,AUTO POSTO PORTAL DE ARACOIABA LTDA
ChIJPaUrKO8lz5QRKPc_JnMFMmk,POSTO PROGRESSO ELOY CHAVES LTDA
ChIJa7JZYeV4zpQRI_wEEdhGO6s,POSTO DE SERVICOS TIGRE DO VALE LTDA
ChIJHyYawxfruZQR8aTSGeC9qdA,AUTO POSTO CARRO BOM LTDA
ChIJq8EtpUfXv5QR5eDjBU-iVuo,REDE LK DE POSTOS LTDA
INVALID,AUTO POSTO FINO TRATO LTDA
ChIJnUG0Xv_R2JQRMUNc9V-T-GQ,COMÃ‰RCIO DE COMBUSTÃVEIS LUVANOR LTDA.
ChIJNW84SXbqxZQRFdvD6lsetzs,AUTO POSTO CAPELÃ‚NDIA LTDA.
INVALID,POSTO SAO JOAO COMB E LUBR LTDA
INVALID,FX COMERCIO DE COMBUSTIVEIS LTDA
INVALID,AUTO POSTO SAN REMO LTDA
ChIJHdUfx_ajs5QR59TuTn7O78M,POSTO SANTA EDWIGES PETROLEO LTDA
ChIJ06p8fh5tYpMRFvVjV43VbQM,POSTO Z + Z JATAI LTDA
ChIJLfVI_MflypQRb83KNx7qRyg,POSTO FAZENDINHA COMERCIO DE COMBUSTIVEIS LTDA
ChIJaRu5wH4Kh5MRcyBGPxelBuM,COMERCIAL MIGUEIS DE DERIVADOS DE PETROLEO LTDA
ChIJowdvTQZluwAR_xHNZBupOFY,POSTO MACHADO LTDA
ChIJ0To6s403FAcR9fcZsU-o_V8,POSTO KALILANDIA LTDA
ChIJiyODyQtLxwcR5-7Gp1OGZaU,B S PETROLEO LTDA
ChIJ1dCLhcSKxZQR1vS_ITyNtoo,POSTO CERRADO SOROCABA LTDA
ChIJdfsIzG1NxwcRASSnMPsL3HA,POSTO CARIOCA COMERCIO DE COMBUSTIVEIS LTDA
ChIJqamEGodQzpQRiGLkfpedu5w,CLASSE A SERVICOS AUTOMOTIVOS LTDA
ChIJvwnFBBhD65QRxNBfIikJDlc,SERV BANC COMBUSTIVEIS E LUBRIFICANTES LTDA
 ChIJyx9Z4cSnsJQRJaIVaHA3ads,POSTO SANTOS DUMONT DE FRANCA LTDA
ChIJPewAPZveyJQRQGCd1mViVLE,AUTO POSTO JARDIM TRIUNFO LTDA
ChIJSaqu0vgBz5QRHGiij50TqVg,POSTO DE SERVICOS RIMACRIS LTDA
ChIJGc79rPEDz5QRefTpaiBwNY8,AUTO POSTO OURO DE BARUERI LTDA
ChIJSxk321j-zpQRqrMaAHvxWTY,AUTO POSTO G V LTDA
ChIJwfUD81LPyJQRAmLJ44M4j8o,AUTO POSTO MESQUITA LTDA
ChIJ0TZE8-6byJQR-6-zcqe-Suw,AUTO POSTO IGARATA LTDA
ChIJc3qv3njfxpQRlXKzKp_atKI,AUTO POSTO REAL DE BOTUCATU LTDA
INVALID,AUTO POSTO MAR BALTICO LTDA
ChIJN9mXO7c0zJQRc7hTWXznhto,AUTO POSTO CHURRASCARIA PADARIA SETE VIDAS LTDA
ChIJh-PEsV2Z7JQR9RqF_ob7yA0,ESPANHA COMERCIO DE COMBUSTIVEIS LTDA
ChIJ6fIW63y8lwAR47CM1D5OhrY,POSTO DE GASOLINA DO POETA LTDA
ChIJO8fBL7Bu9JQR_EgkS1pJ77s,POSTO DE GASOLINA DO LAGO LTDA
ChIJi6XFwOkJ8ZQR39bZmiPUddo,M.B. GRACIANI COMBUSTIVEIS LTDA
ChIJ1f6jzlTl3JQRSAM1teE1-Y4,AUTO POSTO LEGO LTDA
ChIJp2f9QOW5qpURijlWmCwy0tA,COMERCIAL DE COMBUSTIVEIS TAMANDARE LTDA
ChIJ94dD5RnGyJQRb8PCpDI6CE4,AUTO POSTO BOULEVARD LTDA
INVALID,AUTO POSTO E SHOPPING CENTER CANTO DA SEREIA LTDA
ChIJ24V2vMtQzZQRRKSURHc0wV8,AUTO POSTO SACO DA RIBEIRA LTDA
EkpBdi4gQ2Fzc2lhbm8gUmljYXJkbyAtIEphcmRpbSBBbHZvcmFkYSwgU8OjbyBKb3PDqSBkb3MgQ2FtcG9zIC0gU1AsIEJyYXppbCIuKiwKFAoSCV-SOWB4NcyUEXWwUKju-TY3EhQKEgk9cwczejXMlBFtNdWahoAH7g,AUTO POSTO CASSIANO RICARDO LTDA
ChIJpzwvo2pKzJQRCaZG7D-DGYQ,BANDEIRANTE AUTO POSTO LTDA
ChIJR25Mtqkyz5QRuEe61gosirI,MARAMBAIA COMBUSTIVEIS LTDA
ChIJ1xTcDJw1zJQRgd1AOnG6xnE,VISUAL AUTO POSTO LTDA.
ChIJ1ZIGQQ1QdpMRP6WoGZFpbgk,COMÃ‰RCIO DE COMBUSTÃVEL IPANEMA LTDA EPP.
ChIJoxDYtTIkz5QRLC8m41OVHqw,AUTO POSTO AVANTH LTDA
INVALID,JUVENTUS VAREJISTA DE COMBUSTÃVEIS LTDA.
ChIJpfQkG_52GZURZcN4MUSOPjk,POSTO E GARAGEM GRAND PRIX LTDA
INVALID,FRIOL & CIA LTDA
ChIJVVb8GspMz5QRGzEgFp5wtMY,AUTO POSTO JARDIM COLONIAL LTDA
ChIJxQ1fr2V0uZQR4HkyzYPtpeE,TAKAHASI & TAKAHASI LTDA.
ChIJZX8ATKbsoJMRF7a1gdV1OUg,AUTO POSTO CHARRUA LTDA.
ChIJEax2vjZizpQRZWlcerQ9MzM,AUTO POSTO REDE SENNA LTDA
ChIJy5CwLMBkoAARTDeV_CvVryA,PHJ COMERCIO DE COMBUSTIVEIS LTDA - ME
ChIJ1-OLeqL0uJQRsEttkRMHRCc,POSTO MORADA DO SOL ARARAQUARA LTDA
INVALID,AZULAO AUTO POSTO LTDA
ChIJUSSBobh1tZQRh7gC3iWMTLA,COOPERATIVA AGRO PECUARIA DE BOA ESPERANCA LTDA
INVALID,AUTO POSTO BARAO DO LIBANO LTDA
ChIJNyUE2wwexJQR0ETFOhk-2J4,POSTO NACIONAL DA CAMPINA LTDA
INVALID,VM RODRIGUES COMBUSTIVEIS LTDA
ChIJw8nMBJmyFQcRsC42pUwzjtA,SOBRAL & FILHOS COMERCIO DE COMBUSTIVEIS LTDA
INVALID,PREMIUM COMERCIO DE DERIVADOS DE PETROLEO LTDA
ChIJaRGA6fxqlwARCM5W8N8gq5o,AMSTERDAM COMERCIO E EMPREENDIMENTOS LTDA.
ChIJ3xECAeEOwpIRnDzVGsSjDWs,I V PAIANO COMBUSTIVEIS E LUBRIFICANTES LTDA
ChIJKUiLS0tA3ZQRxv__mAbOkeI,BELA JOIA COMERCIO DE COMBUSTIVEIS LTDA
ChIJwfJPVZ0pWQcRMT0v-UhTdI0,MINAS BR COMBUSTIVEIS LTDA
INVALID,3L COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA.
ChIJE5EsKS5ElpQR4VYs1cf7m5g,AEROESTE COMBUSTÃVEIS DE AVIAÃ‡ÃƒO LTDA.
ChIJV9nyhika6JQR51PjTycEl-g,POSTO BOA VISTA LTDA
ChIJP7bv8wiwx5QRoYNP5e99m20,AUTO POSTO MIRAGEM DE SAO PEDRO LTDA
INVALID,CENTRO AUTOMOTIVO ELOS DE OURO LTDA.
INVALID,POSTO DE SERVIÃ‡OS VERA CRUZ RADIAL LTDA
ChIJ96szE2PCrAcRedGA3dxt5ro,AUTO POSTO DE COMBUSTIVEIS COLIBRIS LTDA - ME
ChIJ19Yo9NKmjZQR4aLVU7JhvJQ,COMERCIO DE COMBUSTIVEIS TB LTDA
EkBSLiBTw6NvIEx1aXMgLSBTw6NvIEx1w61zIGRlIE1vbnRlcyBCZWxvcywgR08sIDc2MTAwLTAwMCwgQnJhemlsIi4qLAoUChIJheq3TpxIZ5MRy3FCjh2jr64SFAoSCW9ZsYziNWeTESD7BFEp_HB9,DUME COMBUSTIVEIS SAO LUIS LTDA
ChIJsa5mM8is_ZQRryqzvF3EBSM,AUTO POSTO DIO BONO LTDA
INVALID,DISTRITO COMERCIO DE DERIVADOS DE PETROLEO LTDA
INVALID,CENCOSUD BRASIL COMERCIAL S.A.
ChIJ06PrPjxgvAARy5d1K9iN1sQ,POSTO TRIANGULO ITAPERUNA LTDA
ChIJVc5qnQsjlZIRLYB2viyVffY,PACAJA COMERCIO DE PETROLEO LTDA
INVALID,RIBEIRO COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA
ChIJTZRA4EJRzpQRzjTemSbYqWM,AUTO POSTO STATUS DO PANAMBY LTDA
ChIJdTEgHtlezpQRen_559YJZzA,AUTO POSTO BELEZURA LTDA
ChIJBfa4SPsTz5QR0M5o-h-8uIM,AUTO POSTO PORTAL DE ARACA LTDA
ChIJH2LnOJdNxwcRkxeNjaK8rig,M MADALENA COMERCIO VAREJISTA E DERIVADOS DE PETROLEO LTDA
ChIJJZg-_Rt-yJQRiaDcGxWoV1s,POSTO UNIAO DE LIMEIRA LTDA
ChIJuSv2-EdbFQcRfNKMAWkrMJI,REDE HG COMBUSTIVEIS LTDA.
ChIJrSKZXQ5TxwcRJ2cek6LmMvA,POSTO R.J LTDA
 ChIJz3GveADb7pQR5Olnskpy234,MAHLE RIO BONITO COMERCIO DE COMBUSTIVEIS LTDA
INVALID,QUALIS COMBUSTIVEIS LTDA
ChIJHUz2rJCysJQR_FnnKQ2Cl68,PROCAR COMERCIO DE COMBUSTIVEIS LTDA
ChIJcyMg9KuJM5MRJyftMudyf70,BAHIA PIAUI COMBUSTIVEIS LTDA
ChIJpetIzbzprAcR98dB6zQiFTo,POSTO TRES LAGOAS COMERCIO E DERIVADOS DE PETROLEO LTDA
ChIJv5XTBV01xwcRy1B3lRbsm0o,PONTES & LADIM COMBUSTIVEIS LTDA - EPP.
ChIJKTUBc9xpzpQRIE4l0QY21Jo,AUTO POSTO ESTADAO DE SANTO ANDRE LTDA
INVALID,247 GUARAPARI COMERCIO DE COMBUSTIVEIS LTDA
ChIJY1azUj1MxwcRRA5UzRXFsrI,J.B.  COMERCIO DE COMBUSTIVEIS E TRANSPORTE LTDA
ChIJ6RNmMPTxPwcRGfInkguE9aI,NL - ROSA COMBUSTIVEIS E LUBRIFICANTES LTDA
ChIJ5ayMjtWuyJQRVAJtiqGX15k,BARRERA AUTO POSTO LTDA
 ChIJbzJQU9avy5QRZxRuaJ1tHFc,REDE DOM PEDRO DE POSTOS LTDA.
ChIJO7aXyIKemAARnsAltCjMnyw,POSTO FACIT LTDA
 ChIJVeiIBy6A85QRo-bC7pkh_Pk,COOPERATIVA AGROINDUSTRIAL COPAGRIL
ChIJZ8nbg-eQ9pQRsZbzGyiVmcc,AUTO POSTO BEVERLLY LTDA
ChIJmbeMTLuQ9pQRVevQOrLUysA,AUTO POSTO RODOFOZ LTDA
 ChIJtRqhWMTj3JQRRn2RXtumIf8,L.T. NICHELE COMERCIO DE COMBUSTIVEIS LTDA
INVALID,J A X COMERCIO DE COMBUSTIVEIS E DERIVADOS LTDA
 ChIJW9R-TD4sn5MRTdHbmVkPsx8,AUTO POSTO AVENIDA LTDA
ChIJjZKRhxn7ppMR-E4_9JOM4Gw,J L COMERCIO DE COMBUSTIVEIS LTDA - EPP
ChIJR6jWBxNfpJIRytz1NOTrQ1I,C. S. A. COMBUSTIVEIS LTDA
ChIJadKT9siyzZQRuvix5DcGGyg,AUTO POSTO RETAO DA DUTRA LTDA
ChIJNfsZ_rhXuAARjNK8xskk1zU,AUTO POSTO GUARAPARI LTDA
ChIJFb1WgN0g7pQRxCS5UTnsfhI,AUTO POSTO 500 LTDA
INVALID,MACTRA COMÃ‰RCIO DE COMBUSTÃVEIS E LUBRIFICANTES LTDA.
ChIJ-Y5rxCvamQARRV1JKpkHlbg,AUTO POSTO NOVO GARANTIA BR101 LTDA
ChIJndVwROgly5QRymm4qchzeBo,POSTO ARIEL LTDA - ME
ChIJRwk3WNwM2ZIRSMcGBw-CknE,POSTO ITAMARATY COMERCIO DE DERIVADOS DE PETROLEO LTDA
INVALID,CENTRO DE SERVICOS FRANGO ASSADO -NORTE LTDA
ChIJA3xhjsmbyJQRDE9noLqm6Zg,AUTO POSTO GRECO LTDA
ChIJi4tv3cVH2JIRP6JukO-hM7g,AUTO POSTO DE COMBUSTIVEIS MARINHO LTDA
INVALID,COMERCIAL J P FILHO LTDA
ChIJU4VF9N1Nz5QRlQeaKSPIdoo,POSTO DOIS MIL SALTO LTDA
ChIJA_BoPi72l5QRj7lW1x_h96o,ONGARATTO & OLIVEIRA LTDA.
ChIJIS1sGwqYkJQRlpCZTEUWDGU,POSTO DO CRISTO COMERCIO DE COMBUSTIVEIS LTDA
ChIJ9xzOw-nr_JQRcxy1DWeKM8c,MP POSTOS E LOGISTICA LTDA
ChIJ51gETnw-owAR63pRhbHon_w,POSTO VARGAS DE VISCONDE LTDA
INVALID,CONDOR AUTO POSTO LTDA
ChIJD_7U2bLUFgcRYpLKfVIcKLc,MD COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA
INVALID,PETRO KF COMERCIO DE COMBUSTIVEIS LTDA
ChIJsfcjc0vrTQcR0EpxJmmppdA,POSTO SALINENSE COMERCIO DE COMBUSTIVEL LTDA
INVALID,ESTRELA COMERCIO E TRANSP. DE COMBUSTIVEIS LTDA
ChIJuXmT-yzamwARP0cHYaU1sGY,POSTO DE ABASTECIMENTO LUZ DO ORIENTE LTDA
ChIJt7cbhiY1EwcRtBO_Am810Bg,COMERCIAL DE COMBUSTIVEIS FERREIRA SANTOS LTDA
INVALID,AUTO POSTO AP EIRELI
ChIJq61bN_u6zJQRcH4bPQpzdWc,POSTO 9 ABASTECIMENTO DE COMBUSTIVEIS LTDA
ChIJ6_0fDD7xmwARRRUe1PaFWb0,AUTO POSTO CONQUISTA DE SEPETIBA LTDA.
ChIJTWOumFUZuAARKUQYx0dmaqY,POSTO FERRARI LIMOEIRO LTDA.
INVALID,POSTO DLX DERIVADOS DE PETROLEO LTDA
INVALID,SIQUEIRA PASSOS COMERCIO VAREJISTA DE COMBUSTIVEIS PARA VEICULOS AUTOMOTIVOS LTDA
ChIJG5o9eljKzZQRN0gjeE4ElpA,ALTHA AUTO POSTO LTDA
INVALID,I. S. BARBOSA PETROLEO BOA VISTA LTDA
ChIJzfHXsARI25QRFMI8ZdB6aHs,POSTO DE COMBUSTIVEIS 528 DA REGIS EIRELI
ChIJjbyyRiJMxwcR03yzZt9hIoM,CATATAU PARANGABA COMERCIO DE COMBUSTIVEIS LTDA
ChIJ30iNwjLU85QRKHtaTQUywMU,AUTO POSTO PRA FRENTE BRASIL LTDA
ChIJe9wBPc-TpgARi1kvf5tssQ0,TROPICAL COMERCIO DE COMBUSTIVEIS LTDA
ChIJefOkAUNPxwcR7G6Qk5hapaA,ECOLEON COMERCIO DERIVADO DE PETROLEO E SERVICOS EIRELI
ChIJ99OraQRSxwcRZE6AfA0-Sns,QS COMERCIO DE COMBUSTIVEIS LTDA
ChIJ5Zj7oYgd45QRII2LhMosGwM,MPS COMERCIO DE COMBUSTIVEIS LTDA
ChIJKwNkDMdPzpQRNUWPtTBEeW4,ARINELLA INTERLAGOS COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA
ChIJEyGZvZ83FAcRCNwx9sBi3z8,POSTO GASAUTO NOIDE LTDA
ChIJ_3WtiJx3ugARccQYUjn_Okc,LUANA DE MELLO LADEIRA CARVALHO LTDA
ChIJ_WOvRKtlmZQRrHx2opVh5G4,AUTO POSTO AMERICA LTDA
ChIJXRWGzdbZzZQRmeGsWQt9nYY,AUTO POSTO DENVER LTDA
 ChIJmZuiAJeRpgARVK5m2ezUWL0,SAO CRISTOVAO COMBUSTIVEIS LTDA
ChIJIayRhhZVqwARC03PcV3IM4k,POSTO CATEDRAL DERIVADOS DE PETROLEO LTDA
INVALID,FORTE VIANA COMERCIO E TRANSPORTES LTDA
ChIJfzp6lXsW_ZQRLK2-n-2usv4,COMERCIO DE COMBUSTIVEIS CAVALINHO LTDA
INVALID,ZAFALON REDE DE POSTOS LTDA
ChIJq6fINrIf8JQRR3BKFBlgxoc,COASUL COOPERATIVA AGROINDUSTRIAL
ChIJOZJwKKg1zJQR068ql7WwEPE,AUTO POSTO LORINHO JACAREI LTDA
ChIJTesUKmfHpgARX-fcjxg9bPc,POSTO DE COMBUSTIVEIS AQUI SARZEDO LTDA
ChIJoXeeyI-vh5QRrZyEpYXUw8s,AUTO POSTO ROTA DA SERRA LTDA
ChIJ21Xivsg3iZQRra_M_O_aYSk,AUTO POSTO F & F DEODAPOLIS IV LTDA
INVALID,SAO LUIS COMBUSTIVEIS LTDA
INVALID,CAMILA RIBEIRO DE SOUSA AZEVEDO
ChIJl0Rw-906RgcRPYxWjwHln7o,NUNES & AGUIAR LTDA
ChIJ-0piBE8yGZURL_bgEPvFas0,BOHRER MIGUEL COMERCIO DE COMBUSTIVEIS LTDA
ChIJV1vOX6-jmQARUl_EePJpsdQ,ECO MAGE COMBUSTIVEIS LTDA.
ChIJBR8LCtV2y5QRmYO87lxoOGE,POSTO 1 ABASTECIMENTO DE COMBUSTIVEIS LTDA.
INVALID,AUTO POSTO VALE OESTE COMERCIO DE COMBUSTIVEIS LTDA
INVALID,SIM REDE DE POSTOS LTDA
ChIJp7Q8K1ajHJUREca3XYpSCAY,ABASTECEDORA DE COMBUSTIVEIS T W LTDA
ChIJA7cHq-K8HpURiKYQZxtBnk4,BCR COMERCIO DE COMBUSTIVEIS LTDA
ChIJjfhhnRItz5QRxkhNvWcqkYo,AUTO POSTO NORMANDIA LTDA
ChIJ011t7tHwXpMRoo6kYyB409Q,POSTO PREMIER LTDA
ChIJd4kloixCzpQR4Yi3jxhA1oA,AUTO POSTO ESTONIA 6 LTDA
ChIJR_Wec801zJQRedEOsKBMlK8,AUTO POSTO URBANOVA SJC LTDA
ChIJfd06MCBsHJUReqp5dp16GsQ,MP POSTOS E LOGISTICA LTDA
ChIJfylrArG-6ZQRfIMwQwB1zok,FRISIA REVENDEDORA DE COMBUSTIVEIS LTDA
INVALID,RF COMERCIO VAREJISTA DE COMBUSTIVEIS E LUBRIFICANTES LTDA
INVALID,SANTO POSTO BETIM - COMERCIO DE COMBUSTIVEIS LTDA
ChIJ_U8HY6Ig-5QRcR5bzJ-klR4,POSTOS NOTA 100 LTDA
INVALID,POSTO DE COMBUSTIVEIS DVO LTDA
ChIJVWgMNWAPOQcRJE2wIi2kjhY,COMERCIAL HUSSEL RANGEL ILHEUS II LTDA
INVALID,ELIAS & GUIMARAES COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA
ChIJY2v7APaZpgARh4BNjbDIXeQ,POSTO DE COMBUSTIVEL FLORESTA AMA LTDA
ChIJI9aWyOikXpMRRIflcA-2Zg,POSTO DE COMBUSTIVEIS PETROMAXX AVENIDA JK LTDA
ChIJNQsKdSr1XpMR9P5WA67Nxho,AUTO POSTO PARQUE TREMENDAO LTDA
ChIJE9eBsg5-mQARzp1weTDFeTk,POSTO SVP LTDA
INVALID,DAVO SUPERMERCADOS LTDA
INVALID,SABBA COMBUSTIVEIS LTDA
ChIJrdnmZ6AcFgcRTcgDVAL9JZ0,AUTO POSTO CAMURUPIM LTDA
INVALID,V.C.EMPREENDIMENTOS LTDA
INVALID,POSTO SOBRADINHO LTDA
ChIJmzXgcPguWpMROoJBbeaWJmU,AUTO POSTO ALMENARA LTDA.
ChIJ_dMwUKNXuAAR2P9EDprNmnE,AUTO SERVICO DINO LTDA
ChIJAQAAAP0ltgARG6TO1TZNGuA,AUTO POSTO TRES PONTOS LTDA
ChIJHbj8K_0VuAAREwXKY23JVZ4,ARARA AZUL REDE DE POSTOS LTDA
ChIJe0_J4JoXuAARUZMKtcxLV9Y,ITAPARICA PETROLEO E COMERCIO LTDA
ChIJqec_rlb3XpMRVrJKZ6-PWaU,AUTO POSTO BATISTA SIQUEIRA LTDA
INVALID,SERVICENTRO SERRANO LTDA
ChIJXUDlFuqSypQRFEhR4UlI7Tw,POSTO RIACHO LTDA
INVALID,CACULINHA COMBUSTIVEIS LTDA
INVALID,CACULINHA COMBUSTIVEIS LTDA
ChIJMWALG9-xnZMRTXrd9xX4OyY,MORADA AUTO POSTO LTDA
INVALID,EMCOMODA EMPRESA DE COMBUSTIVEL E MOTORES LTDA
ChIJwXDv7LHlhpQR8IIeHi8rhSs,BONATTO & CIA LTDA
INVALID,JOAO BATISTA DE SOUSA E FILHA LTDA.
INVALID,POSTO ASA BRANCA LTDA
ChIJwUA827HfgpQR4D6ZZwfMifg,AUTO POSTO PARAISO LTDA
 ChIJOR5gNKMAj5QRf9di9vhLGqM,POSTO DA TORRE LTDA
ChIJo4tHKRecmAAR6fzcom9falQ,POSTO SAN MARINO LTDA.
INVALID,POSTO PRATA LTDA
ChIJWVK5b_XIOZMRPsaPtYu5rSw,POSTO GOIANO LIMITADA
INVALID,AUTO POSTO ROSELANCHE LTDA
ChIJCweOiqghogARseALiy8W4ZI,POSTO CABANA LTDA
ChIJa-y6ViuloAARq46e_leoED4,AUTO POSTO CATALAO LTDA
INVALID,POSTO GERALDO CYPRIANO DE MORAES LTDA
INVALID,POSTO LA PAZ LTDA
ChIJy5hbKDn1rpQRXP_-1jRLniQ,MENDES & GONCALVES LTDA
ChIJ10ysT7LxXpMRJZPUHIGrW_o,POSTO CAPIM DOURADO LTDA
INVALID,AP MAGALHAES & CIA LTDA
INVALID,EXPRESSA COMERCIO DE DERIVADOS DE PETROLEO LTDA
ChIJozXuG_HYmwAR9XcwlF_41IA,POSTO E SERVICOS MAPUA LTDA
ChIJO87WvGbYmwARFgWR0kYhXQ0,POSTO E GARAGE MAIOR DA PRACA LTDA
 ChIJUbCaEcxHGZUREmJ-4bxGefQ,POSTO WENDLING LTDA
ChIJ3ZXaKFlVsgcRC70gkWOKv8A,POSTO JAGUARARI LTDA
ChIJEWM2QvX_sgcRGUnmFcRBwhc,POSTO SAO LUIZ LTDA
ChIJL0lnKT3VmwARVYWTvGqBnUo,POSTO DE GASOLINA E INCORPORACOES ARPOADOR LTDA
ChIJe-bF0XfYmwARODsonM5pZA8,AUTO POSTO DE SERVICOS MATO ALTO LTDA
ChIJO0X8f_FimQAR5oW7U7O2SCQ,POSTO DE GASOLINA E SERVICOS Z B Y LTDA
ChIJpdF9qOFhmQARhIseMpx7cHg,PIRAQUARA AUTO POSTO LTDA
ChIJJ-SkTbDbmwAR7RvdB010LtA,J.P.X COMBUSTIVEIS E CONVENIENCIAS - BARRA LTDA
ChIJUax8RX6QmQARNlXBtVdiTeU,PUROGAS-GNV AUTO POSTO LTDA
ChIJB4Yfn7Wd-5QRDo6sP6vZPa8,AUTO POSTO BELLENZIER LTDA
ChIJAYDo8sjjmwAR2DE2JlvvP84,NAMORADO AUTO POSTO LTDA
ChIJfajmLet8mQARwxDsAuaYIyQ,POSTO DE GASOLINA SÃƒO RAFAEL LTDA
ChIJFXZcZ5rtmQARVBcp0bli9rs,IRMÃƒOS MATURANA LTDA
 ChIJBUVGuZXhmwARsp8XU2A8KJA,POSTO DE ABASTECIMENTO GRANDE AMOR LTDA
ChIJvynILm7kmwARUxlnSdXKd-A,POSTO DE ABASTECIMENTO SATAMINI LTDA
ChIJhyuCQ7WR9pQRO5DOucPQU1Y,AUTO POSTO FORMULA FOZ LTDA
ChIJJfO2bOlK65QRasIX_JtvOn0,TIGRAO COMERCIO DE COMBUSTIVEIS LTDA
ChIJJfO2bOlK65QRasIX_JtvOn0,AUTO POSTO GLOBO LTDA
ChIJgQnxNN1K65QRmPhkAM_xflg,L COSTA & CIA LTDA
ChIJlbYkcwx7mQARm0AJyQMp8DM,AUTO POSTO CORDOVIL LTDA.
ChIJFQAx9E1mmQAR6gYuvec8dWY,BOX 1000 POSTO DE SERVICOS LTDA
ChIJLY9Epm1OnAAR7L5xmfphRl0,GOLFINHO COMERCIO DE DERIVADOS DE PETROLEO LIMITADA
ChIJyV7FQpsb6JQRJYIGopHeHUk,POSTO BOA VISTA LTDA
ChIJB5rNfi4N8JQRoNHTRjgnkE4,ELIANE STANG HUNING & CIA LTDA
ChIJWRTTmThr8pQRzctKzaKzH28,ZAFALON REDE DE POSTOS LTDA
ChIJOeaMWvrT85QRixu9GIrKxns,AUTO POSTO R2 LTDA
ChIJE9XlzaoN7ZQREs4M8VkRMmY,AUTO POSTO BIG RO 2001 LTDA
ChIJrfQ_KJJVv5QRk1KWxCr5j9k,M. H. SILVA PEREIRA
ChIJtw6qGnGapgARM_Qgo-thf_s,AUTO POSTO TEJO LTDA
ChIJ46ozXRZozpQR4o3dt9Nc_5c,AUTO POSTO ESTONIA LTDA
ChIJxxoKobsxxpQRNVzRVHDH_Ng,POSTO AGRONOMIA DE PIRACICABA LTDA
ChIJF9UOblJZzpQRpr8gX_sYapk,AUTO POSTO PAES DE BARROS LTDA
ChIJEzhX15b7zpQR6iVWIgd57yY,AUTO POSTO PANAMERICANO LTDA
ChIJdX0v4Eq_uZQRKyvIgRBCnhk,POSTO DE SERVICOS MARAVILHA LTDA
ChIJ-b9vWopdzpQRd-Q24dXCCJU,AUTO POSTO PLACAR LTDA
ChIJPbfovfBQzpQRHqXPdoEMsmU,AUTO POSTO ATALAIA LTDA
ChIJF7KHAtJezpQRMfsi3byXALU,AUTO POSTO TUPI LTDA
ChIJQeHvdQlZzpQRsgAs0QuIhWM,AUTO POSTO LAVAPES LTDA
ChIJNUhr6XZuvJQRJ1gjlm6-Pp0,HIROCHI E MILEINE KITAGAWA OLIMPIA LTDA
ChIJwaBf-t46upQRSEaCU4HetMw,AUTO POSTO MANGALARGA LTDA - EPP
ChIJt1wcI3VWzpQRBlSTEqvi-wY,AUTO POSTO BONFIGLIOLI LTDA
ChIJZdlxFkGd0pQRdy_JZpRYGmY,AUTO POSTO ARQUIPELAGO LTDA
ChIJfQDov3BLvJQR8Zag2A6G7O4,POSTO MONTE CARLO CEDRAL KM 426 LTDA
ChIJ_4NONbx-zpQR_JdIZcxz--o,AUTO POSTO UCHIKAWA E KANO LTDA.
